cap,city,description,details,price,title,url
 1213, Petit-Lancy,", Petit-Lancy - #191901 / Einfamilienhaus / CH-1213 Petit-Lancy / CHF 5'100'000.-","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 390 m', ' Locali ': ' 11 ', ' Piani della casa ': ' 2 ', ' Anno di costruzione ': ' 1971 ', ' Ultima ristrutturazione ': ' 2012 ', ' Codice immobile ': ' 4864198 ', ' Numero oggetto ': ' ..176d42e8-3cf6-4266-bd1c-154cf6c33d93 '}", 5'100'000.– ,Casa monofamiliare 11 Locali,
 1203, Genève,", Genève - Atypique et charmant appartement de 12 pièces sous les toits","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 358 m', ' Locali ': ' 12 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 1910 ', ' Codice immobile ': ' 4864136 ', ' Numero oggetto ': ' ..0ce36491-3cb6-42f2-bf39-29e792880e5e '}", su richiesta ,Appartamento 12 Locali,
" Chemin des Cornillons,", 1292,", Chambésy - EN EXCLUSIVITE : MAGNIFIQUE DUPLEX EN ATTIQUE DE 160 M2 AVEC VUE PA...","{' Tipo di oggetto ': ' Appartamento su due piani ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 160 m', ' Locali ': ' 4.5 ', ' Piano ': ' 2° piano ', ' Piani della casa ': ' 2 ', ' Anno di costruzione ': ' 2013 ', ' Ultima ristrutturazione ': ' 2013 ', ' Codice immobile ': ' 4815418 ', ' Numero oggetto ': ' ..5eeb1cf4-2c5d-48d2-99a8-ec01581df688 '}", 2'200'000.– ,Appartamento su due piani 4.5 Locali,
 1223, Cologny,", Cologny - Projet neuf : unique et rare sur le marché","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 11 ', ' Codice immobile ': ' 4814634 ', ' Numero oggetto ': ' ..8058be9b-ad6d-4a66-8d55-ef9282bb5b0b '}", su richiesta ,Casa monofamiliare 11 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - En exclusivité: Maison ""Coup de Coeur"" à Chêne-Bougeries","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 300 m', ' Locali ': ' 10 ', ' Ultima ristrutturazione ': ' 2015 ', ' Codice immobile ': ' 4839615 ', ' Numero oggetto ': ' ..f849893e-ac31-4f60-95c3-f124156f7d1a '}", 5'900'000.– ,Casa monofamiliare 10 Locali,
 1208, Genève,", Genève - Superbe attique en duplex en centre ville avec vue panoramique","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 229 m', ' Locali ': ' 8 ', ' Piano ': ' Più alto di 8° piano ', ' Codice immobile ': ' 4864849 ', ' Numero oggetto ': ' ..79fdb455-b73f-4eb6-bf3f-d2f7288db114 '}", 6'000'000.– ,Attico 8 Locali,
 1202, Genève,", Genève - Très bel appartement à proximité du lac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 267 m', ' Locali ': ' 9 ', ' Piano ': ' 2° piano ', ' Anno di costruzione ': ' 1957 ', ' Ultima ristrutturazione ': ' 2011 ', ' Codice immobile ': ' 4721272 ', ' Numero oggetto ': ' ..125345d7-c3c0-4f8f-a8e8-92e14fa4ade2 '}", 4'200'000.– ,Appartamento 9 Locali,
 1223, Cologny,", Cologny - Somptueuse propriété de Maître à 5min du centre de Genève (RG)","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 650 m', ' Locali ': ' 13 ', ' Codice immobile ': ' 4813203 ', ' Numero oggetto ': ' ..8d63d604-5db9-4768-b8e6-8122db7596fd '}", su richiesta ,Casa monofamiliare 13 Locali,
 1223, Cologny,", Cologny - Splendide appartement avec vue Lac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5 ', ' Codice immobile ': ' 4814601 ', ' Numero oggetto ': ' ..b4d81182-7b9a-4385-8c25-f427d684d78d '}", su richiesta ,Appartamento 5 Locali,
 1223, Cologny,", Cologny - Duplex avec vue lac et montagnes","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 6.5 ', ' Codice immobile ': ' 4811808 ', ' Numero oggetto ': ' ..d2f4cc82-c7a1-4d74-9860-75c37abed2f9 '}", 9'900'000.– ,Appartamento 6.5 Locali,
 1212, Grand-Lancy,", Grand-Lancy - Superbe 4 pièces en attique avec terrasse et balcon","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 98 m', ' Locali ': ' 4 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4840436 ', ' Numero oggetto ': ' ..6974bae7-417a-4c9a-b67f-1c262df5be29 '}", 1'170'000.– ,Attico 4 Locali,
 1227, Carouge GE,", Carouge GE - Trendy Living","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 300 m', ' Locali ': ' 8.5 ', ' Anno di costruzione ': ' 2015 ', ' Codice immobile ': ' 4815532 ', ' Numero oggetto ': ' ..1557ecca-2b24-481f-84da-b65b68597aa4 '}", 6'250'000.– ,Appartamento 8.5 Locali,
 1234, Vessy,", Vessy - Maison contemporaine de 9 pièces à Vessy","{' Tipo di oggetto ': ' Villetta a schiera ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 190 m', ' Locali ': ' 9 ', ' Anno di costruzione ': ' 2011 ', ' Codice immobile ': ' 4840794 ', ' Numero oggetto ': ' ..6fa6b927-7414-4ffa-bce7-705206cecc6b '}", 2'350'000.– ,Villetta a schiera 9 Locali,
" Rue Sillem 6,", 1207,", Genève - ! UNIQUE - FACE AU JET D'EAU ! Somptueux appartement duplex avec ja...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 256 m', ' Locali ': ' 6 ', ' Piano ': ' Piano terra ', ' Piani della casa ': ' 2 ', ' Codice immobile ': ' 4812513 ', ' Numero oggetto ': ' ..dc6ccdfa-fd37-45ae-b86d-3559afa2c838 '}", su richiesta ,Appartamento 6 Locali,
 1202, Genève,", Genève - Appartement traversant - Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 4 ', ' Anno di costruzione ': ' 1986 ', ' Codice immobile ': ' 4814717 ', ' Numero oggetto ': ' ..7fb1761f-1235-4e68-abdf-3e6b564a2cb6 '}", 1'350'000.– ,Appartamento 4 Locali,
 1206, Genève,", Genève - EN EXCLUSIVITE - Superbe et spacieux appartement rénové de 8 pièces","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 241 m', ' Locali ': ' 8 ', ' Piano ': ' 3° piano ', ' Ultima ristrutturazione ': ' 2014 ', ' Codice immobile ': ' 4815901 ', ' Numero oggetto ': ' ..1d1ffae7-3385-40c3-9622-37972bdfc7a7 '}", 3'375'000.– ,Appartamento 8 Locali,
 1234, Vessy,", Vessy - Charmant duplex en dernier étage","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 328 m', ' Locali ': ' 7 ', ' Anno di costruzione ': ' 1997 ', ' Codice immobile ': ' 4737326 ', ' Numero oggetto ': ' ..12bb6537-e621-4d75-bc91-c16aab5ed8e6 '}", 2'750'000.– ,Appartamento 7 Locali,
 1206, Genève,", Genève - #3268164 / Eigentumswohnung / CH-1206 Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 206 m', ' Locali ': ' 9 ', ' Piano ': ' Più alto di 8° piano ', ' Piani della casa ': ' 12 ', ' Anno di costruzione ': ' 1973 ', ' Codice immobile ': ' 4730996 ', ' Numero oggetto ': ' ..c9fdf687-2dd2-46ec-b5c0-5f3c358abed9 '}", su richiesta ,Appartamento 9 Locali,
 1208, Genève,", Genève - Appartement - Genève","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 6 ', ' Codice immobile ': ' 4814654 ', ' Numero oggetto ': ' ..1e795581-224a-4a73-8f4e-598b2256cbc3 '}", 2'220'000.– ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - Luxueuse Super Residence face au lac (lot D) - Résidences de la Tou...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 657 m', ' Locali ': ' 11 ', ' Piano ': ' Piano terra ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4836717 ', ' Numero oggetto ': ' ..250a64e4-f6ec-487e-9153-f323709a3bdc '}", su richiesta ,Appartamento 11 Locali,
 1206, Genève,", Genève - Bel appartement à réinventer","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 200 m', ' Locali ': ' 6 ', ' Codice immobile ': ' 4812949 ', ' Numero oggetto ': ' ..58cfdeb5-b313-4f64-b17e-abd858297764 '}", 3'300'000.– ,Appartamento 6 Locali,
 1292, Chambésy,", Chambésy - Havana - 2 villas jumelées par le garage à vendre sur plan à Chambé...","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 168 m', ' Locali ': ' 6 ', ' Codice immobile ': ' 4836726 ', ' Numero oggetto ': ' ..2966d9f3-55df-4309-ab6c-6153aa738f4c '}", 2'790'000.– ,Casa monofamiliare 6 Locali,
 1205, Genève,", Genève - Très bel hôtel particulier - Proche Eglise Russe","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 12 ', ' Codice immobile ': ' 4814603 ', ' Numero oggetto ': ' ..d28e1c2a-9718-4256-a06c-48a806f42095 '}", su richiesta ,Casa monofamiliare 12 Locali,
 1206, Genève,", Genève - EN EXCLUSIVITÉ : magnifique rez de jardin rénové au cour de la vill...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 173 m', ' Locali ': ' 6 ', ' Ultima ristrutturazione ': ' 2021 ', ' Codice immobile ': ' 4840017 ', ' Numero oggetto ': ' ..a33a4a04-b5be-4d09-b109-17efd7e1ed89 '}", 3'400'000.– ,Appartamento 6 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - À vendre: Appartement traversant résidentiel en SI dans proche des ...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 188 m', ' Locali ': ' 5 ', ' Piano ': ' 5° piano ', ' Codice immobile ': ' 4841185 ', ' Numero oggetto ': ' ..bf4fd0df-dbcd-478c-9b51-2a952a093230 '}", 1'890'000.– ,Appartamento 5 Locali,
 1206, Genève,", Genève - Spacieux 4,5 pièces, traversant et lumineux","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 102 m', ' Locali ': ' 4.5 ', ' Piano ': ' 1° piano ', ' Codice immobile ': ' 4837131 ', ' Numero oggetto ': ' ..f1e456cd-11a9-4bb0-8d7d-a554fae02466 '}", 1'790'000.– ,Appartamento 4.5 Locali,
 1223, Cologny,", Cologny - COLOGNY - Magnificent contemporary villa with a lake view","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 450 m', ' Locali ': ' 10 ', ' Anno di costruzione ': ' 2012 ', ' Codice immobile ': ' 4837612 ', ' Numero oggetto ': ' ..212093c5-63ef-4768-acd3-dcc50ff29fdb '}", su richiesta ,Villa 10 Locali,
 1213, Petit-Lancy,", Petit-Lancy - Grand 7 pièces traversant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 7 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 2002 ', ' Ultima ristrutturazione ': ' 2011 ', ' Codice immobile ': ' 4837049 ', ' Numero oggetto ': ' ..85db2cb6-0fe7-4de6-a8b4-75c68c4a7b6c '}", 1'990'000.– ,Appartamento 7 Locali,
 1223, Cologny,", Cologny - Superbe 6 pièces avec belle terrasse et magnifique vue sur parc","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 123 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 1985 ', ' Codice immobile ': ' 4838074 ', ' Numero oggetto ': ' ..c49ea65d-248f-494a-9348-42b4f0511521 '}", 1'730'000.– ,Appartamento 6 Locali,
 1234, Vessy,", Vessy - Spacieux attique 6 pièces au coeur de Vessy","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 149 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 2009 ', ' Codice immobile ': ' 4838165 ', ' Numero oggetto ': ' ..b6e0f24f-0a79-40b2-b264-788a736ed61d '}", 2'200'000.– ,Appartamento 6 Locali,
 1208, Genève,", Genève - Bel appartement au coeur de Florissant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 167 m', ' Locali ': ' 6 ', ' Piano ': ' 3° piano ', ' Codice immobile ': ' 4815525 ', ' Numero oggetto ': ' ..c40a54bb-5227-4414-93df-2246b442a1b7 '}", 2'850'000.– ,Appartamento 6 Locali,
 1208, Genève,", Genève - Appartement d'exception au coeur de Malagnou Idéal Home Office","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 338 m', ' Locali ': ' 9 ', ' Piano ': ' 6° piano ', ' Anno di costruzione ': ' 1975 ', ' Codice immobile ': ' 4840384 ', ' Numero oggetto ': ' ..31f6d541-8753-4626-8316-b6afb52c5db0 '}", 5'300'000.– ,Appartamento 9 Locali,
 1231, Conches,", Conches - CONCHES - Exceptionnelle propriété rénovée de 700 m2 habitables ave...","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 700 m', ' Locali ': ' 12 ', ' Ultima ristrutturazione ': ' 2015 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4837280 ', ' Numero oggetto ': ' ..d02a3aab-566a-44f6-bc05-acb7abc796a7 '}", 15'500'000.– ,Casa monofamiliare 12 Locali,
 1209, Genève,", Genève - En exclusivité - Élégant appartement rénové de 5 pièces au Petit-Sa...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 117 m', ' Locali ': ' 5 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 1986 ', ' Ultima ristrutturazione ': ' 2014 ', ' Codice immobile ': ' 4840798 ', ' Numero oggetto ': ' ..e197b945-8753-4401-a0b1-f40c52803dd3 '}", 1'990'000.– ,Appartamento 5 Locali,
 1220, Les Avanchets,", Les Avanchets - Centre équestre à 2 pas de Genève","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 170 m', ' Locali ': ' 6 ', ' Codice immobile ': ' 4668547 ', ' Numero oggetto ': ' ..302f189b-31d9-4811-8e00-0aa987cf2737 '}", 3'490'000.– ,Casa monofamiliare 6 Locali,
 1206, Genève,", Genève - Bel appartement à Champel, à deux pas du Léman Express","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 61 m', ' Locali ': ' 3 ', ' Piano ': ' 1° piano ', ' Codice immobile ': ' 4841991 ', ' Numero oggetto ': ' ..0be39dcb-7082-4353-a959-6c21bb36b4c3 '}", 975'000.– ,Appartamento 3 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - Villa dans La Saconnésienne","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 6.5 ', ' Codice immobile ': ' 4842371 ', ' Numero oggetto ': ' ..795cfade-3ebc-48d3-8057-1ab39a0e6ddf '}", 1'890'000.– ,Casa monofamiliare 6.5 Locali,
 1223, Cologny,", Cologny - Maison avec une superbe vue sur le Lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 450 m', ' Locali ': ' 9 ', ' Codice immobile ': ' 4839535 ', ' Numero oggetto ': ' ..0a3887b5-a24a-4f08-be85-f5b0e9205657 '}", 9'800'000.– ,Casa monofamiliare 9 Locali,
 1225, Chêne-Bourg,", Chêne-Bourg - Spacieuse maison familiale","{' Tipo di oggetto ': ' Casa bifamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 180 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 2014 ', ' Codice immobile ': ' 4842492 ', ' Numero oggetto ': ' ..5ae40634-5f8b-4031-8b7a-675a7ba8b6fe '}", 3'100'000.– ,Casa bifamiliare 6 Locali,
 1209, Genève,", Genève - PETIT-SACONNEX - Très bel attique en duplex situé au calme absolu","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 160 m', ' Locali ': ' 5 ', ' Anno di costruzione ': ' 1996 ', ' Codice immobile ': ' 4843038 ', ' Numero oggetto ': ' ..23c992fc-32ab-4570-abc8-95bcf8511fe6 '}", 1'790'000.– ,Appartamento 5 Locali,
 1292, Chambésy,", Chambésy - Havana - 2 villas jumelées par le garage à vendre sur plan à Chambé...","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 168 m', ' Locali ': ' 6 ', ' Codice immobile ': ' 4836725 ', ' Numero oggetto ': ' ..08ba5057-04f1-4750-b4b5-609bb65624a4 '}", 2'650'000.– ,Casa monofamiliare 6 Locali,
 1203, Genève,", Genève - GENEVE - APPARTEMENT A VENDRE 4.5 PIECES 106 m2","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 106 m', ' Locali ': ' 4.5 ', ' Codice immobile ': ' 4837737 ', ' Numero oggetto ': ' ..56c6d5b3-cc5f-4e6e-bcc2-bf0f6cdce0dc '}", 1'250'000.– ,Appartamento 4.5 Locali,
 1208, Genève,", Genève - Superbe appartement rénové de 5 pièces","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 146 m', ' Locali ': ' 5 ', ' Anno di costruzione ': ' 1985 ', ' Ultima ristrutturazione ': ' 2019 ', ' Codice immobile ': ' 4719810 ', ' Numero oggetto ': ' ..3784c191-33a6-4525-bbc7-8c919c865347 '}", 2'410'000.– ,Appartamento 5 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Maison contemporaine Gradelle ( 4 ch possible + 1 bureau)","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 200 m', ' Locali ': ' 8 ', ' Cubatura ': ' 1500 m', ' Superficie terreno ': ' 500 m', ' Piani della casa ': ' 2 ', ' Anno di costruzione ': ' 2010 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4799235 '}", su richiesta ,Casa monofamiliare 8 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - Magnifique promotion de 2 villas individuelles","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' 31.12.2023 ', ' Superficie abitabile ': ' 167 m', ' Locali ': ' 7.5 ', ' Superficie terreno ': ' 498 m', ' Piani della casa ': ' 3 ', ' Anno di costruzione ': ' 2023 ', ' Codice immobile ': ' 4847304 ', ' Numero oggetto ': ' 121365735pjo '}", 2'990'000.– ,Villa 7.5 Locali,
 1206, Genève,", Genève - Magnifique appartement en attique entièrement rénové","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 220 m', ' Locali ': ' 5.5 ', ' Anno di costruzione ': ' 1911 ', ' Ultima ristrutturazione ': ' 2021 ', ' Codice immobile ': ' 4699839 ', ' Numero oggetto ': ' A0615... '}", 3'300'000.– ,Appartamento 5.5 Locali,
 1219, Châtelaine,", Châtelaine - Magnifique maison individuelle bénéficiant d'un très beau jardin","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 330 m', ' Locali ': ' 4.5 ', ' Superficie terreno ': ' 1060 m', ' Anno di costruzione ': ' 1986 ', ' Codice immobile ': ' 4863983 ', ' Numero oggetto ': ' ..WKRV-ROYX-6 '}", 2'090'000.– ,Casa monofamiliare 4.5 Locali,
 1201, Genève,", Genève - Bel appartement avec loggia Fitness et home cinema.","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 65 m', ' Locali ': ' 2 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 2015 ', ' Codice immobile ': ' 4841401 ', ' Numero oggetto ': ' ..d18e0230-28fa-4726-8b57-256050418972 '}", 1'120'000.– ,Appartamento 2 Locali,
 1206, Genève,", Genève - Exclusivité Jouan - de Rham : magnifique appartement de 8 pièces à ...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 217 m', ' Locali ': ' 8 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 1985 ', ' Codice immobile ': ' 4842619 ', ' Numero oggetto ': ' ..24c5775f-e075-456a-b2fe-905055bd9411 '}", 3'450'000.– ,Appartamento 8 Locali,
 1212, Grand-Lancy,", Grand-Lancy - OPPORTUNITÉ À SAISIR : 2 splendides appartements en attique","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' 31.03.2022 ', ' Superficie abitabile ': ' 139 m', ' Locali ': ' 5 ', ' Piano ': ' 4° piano ', ' Piani della casa ': ' 2 ', ' Anno di costruzione ': ' 2020 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4845834 ', ' Numero oggetto ': ' P2814B.. '}", 2'030'000.– ,Attico 5 Locali,
 1231, Conches,", Conches - CONCHES - EXCLUSIVITE - Magnifique duplex dans un parc arboré","{' Tipo di oggetto ': ' Appartamento su due piani ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 315 m', ' Locali ': ' 8 ', ' Piani della casa ': ' 2 ', ' Anno di costruzione ': ' 1986 ', ' Codice immobile ': ' 4837600 ', ' Numero oggetto ': ' ..6a1358d4-9526-487f-8bf5-ad0e25b4f415 '}", su richiesta ,Appartamento su due piani 8 Locali,
